student_course_id,total_clicks,active_days,resources_accessed,is_sparse
565743_CCC_2014J,778,44,46,False
565838_CCC_2014B,523,21,31,False
565838_EEE_2014B,331,20,16,False
565840_CCC_2014J,290,22,15,False
565840_DDD_2014B,188,31,39,False
565849_FFF_2013J,8312,189,276,False
565851_DDD_2014B,169,7,33,False
565869_BBB_2014B,1107,76,37,False
565870_BBB_2013B,674,26,46,False
565883_CCC_2014B,707,35,31,False
565883_CCC_2014J,738,24,27,False
565883_EEE_2013J,4515,163,55,False
565888_BBB_2013J,739,30,55,False
565892_GGG_2013J,365,21,30,False
565919_BBB_2013J,1372,70,45,False
565952_EEE_2014J,1471,74,56,False
565988_BBB_2014B,153,13,21,False
565990_FFF_2013J,4416,171,198,False
565993_GGG_2013J,382,23,37,False
565997_FFF_2013J,2891,101,131,False
566009_FFF_2013J,3599,218,214,False
566071_EEE_2013J,660,42,36,False
566133_BBB_2013J,432,54,33,False
566134_DDD_2013J,736,67,69,False
566134_DDD_2014J,45,5,7,False
566135_CCC_2014J,416,53,27,False
566135_FFF_2013J,1670,86,110,False
566172_FFF_2013J,556,20,57,False
566181_BBB_2014B,555,43,48,False
566183_GGG_2013J,265,17,26,False
566185_CCC_2014B,858,65,64,False
566185_DDD_2013J,1203,92,174,False
566201_EEE_2013J,1822,115,62,False
566240_DDD_2014B,1343,85,160,False
566270_FFF_2013J,3952,140,147,False
566279_EEE_2014J,1059,87,49,False
566300_DDD_2014J,1933,164,132,False
566310_CCC_2014B,3320,131,110,False
566310_EEE_2013J,6780,208,73,False
566337_EEE_2014B,501,26,30,False
566339_BBB_2013J,155,21,21,False
566346_BBB_2013J,4402,238,60,False
566358_BBB_2013J,335,31,30,False
566369_BBB_2013J,925,67,46,False
56637_FFF_2014J,5300,178,173,False
566381_DDD_2013J,1628,122,108,False
566392_BBB_2013J,1055,88,96,False
566407_BBB_2013J,380,36,61,False
566415_BBB_2013J,273,15,34,False
566422_EEE_2014B,4861,187,61,False
566428_CCC_2014B,659,29,55,False
566428_EEE_2014J,289,24,42,False
566447_CCC_2014J,4857,240,85,False
566460_FFF_2014B,687,34,58,False
566464_CCC_2014J,437,45,43,False
566465_FFF_2013J,3195,179,138,False
566482_DDD_2013J,616,32,84,False
566482_DDD_2014J,688,48,91,False
566512_GGG_2014J,379,26,29,False
566553_DDD_2013J,253,11,35,False
566553_DDD_2014J,1007,68,93,False
566652_DDD_2014B,185,22,36,False
566664_CCC_2014B,100,8,18,False
566664_CCC_2014J,144,8,15,False
566664_EEE_2013J,2352,86,61,False
566669_BBB_2014B,583,43,40,False
566670_CCC_2014B,2693,90,89,False
566675_FFF_2013J,88,6,26,False
56667_FFF_2014J,562,23,58,False
566694_CCC_2014J,127,15,20,False
566694_DDD_2014B,1479,114,91,False
566704_CCC_2014B,142,8,28,False
566704_DDD_2013J,121,11,20,False
566712_DDD_2014J,43,9,9,False
566715_CCC_2014B,385,42,41,False
566720_BBB_2013J,1085,98,44,False
566788_DDD_2014B,598,61,58,False
566795_DDD_2013J,9,3,4,True
566810_DDD_2013J,84,4,16,False
566813_BBB_2013J,358,40,63,False
566814_BBB_2013J,570,34,33,False
566817_FFF_2013J,3219,95,129,False
566818_GGG_2014B,97,5,13,False
566823_FFF_2013J,901,36,60,False
566823_FFF_2014J,288,13,20,False
566863_FFF_2013J,1218,56,106,False
566871_CCC_2014B,536,23,37,False
566871_EEE_2014B,606,26,27,False
566872_CCC_2014B,176,16,22,False
566923_GGG_2013J,337,39,33,False
566938_CCC_2014J,2125,130,106,False
566963_GGG_2013J,1042,51,50,False
566973_FFF_2013J,6560,229,249,False
566979_CCC_2014J,1121,112,53,False
566979_DDD_2013J,1280,138,117,False
567009_GGG_2013J,440,79,40,False
567013_BBB_2013J,44,3,4,False
567033_BBB_2013J,733,89,45,False
567048_BBB_2014B,1553,102,37,False
567059_BBB_2013J,12,1,8,True
567059_BBB_2014B,85,10,8,False
567152_CCC_2014J,103,6,12,False
567152_DDD_2013J,1039,88,99,False
567160_BBB_2013J,106,9,14,False
567165_FFF_2013J,1447,84,96,False
567167_DDD_2013J,828,75,103,False
567168_FFF_2014B,217,7,32,False
567176_DDD_2013J,457,33,41,False
567176_DDD_2014J,29,5,4,False
567211_GGG_2013J,942,52,47,False
567213_FFF_2014J,40,5,14,False
567222_FFF_2013J,2436,106,139,False
567223_FFF_2013J,484,27,84,False
567246_DDD_2013J,1,1,1,True
567262_BBB_2013J,247,26,32,False
567281_DDD_2014J,101,16,24,False
567285_DDD_2014J,1405,113,150,False
567292_DDD_2013J,899,72,122,False
567304_CCC_2014J,991,53,69,False
567304_DDD_2013J,1014,44,86,False
567312_FFF_2013J,3988,145,154,False
567325_GGG_2013J,769,56,46,False
567363_BBB_2013J,334,44,39,False
567402_BBB_2013J,414,92,39,False
567417_DDD_2013J,2813,218,172,False
567429_BBB_2013J,313,33,32,False
567451_CCC_2014J,483,38,22,False
567451_DDD_2013J,1463,168,130,False
567500_BBB_2013J,776,60,59,False
567595_DDD_2014B,2074,168,178,False
567597_CCC_2014J,529,28,21,False
567627_BBB_2013J,362,33,32,False
567629_FFF_2014B,1931,79,107,False
567676_FFF_2013J,310,23,39,False
567681_EEE_2014J,97,4,10,False
567681_FFF_2014B,390,10,45,False
567719_CCC_2014J,502,37,37,False
567752_EEE_2013J,1993,98,60,False
567754_BBB_2013J,1623,142,47,False
567757_BBB_2014B,252,25,30,False
567779_EEE_2013J,425,15,26,False
567808_DDD_2014B,429,35,40,False
567831_GGG_2013J,2,1,1,True
567859_FFF_2014B,1967,83,85,False
567873_FFF_2014B,2292,63,108,False
567880_FFF_2013J,2306,102,148,False
567888_CCC_2014J,1573,84,119,False
567888_FFF_2013J,6833,165,270,False
567889_BBB_2014B,291,25,31,False
567892_EEE_2013J,744,43,35,False
567892_EEE_2014J,229,12,17,False
567896_DDD_2014B,131,10,25,False
56789_BBB_2013J,379,33,43,False
567901_FFF_2013J,3523,154,207,False
567915_BBB_2013J,263,25,31,False
567929_BBB_2013J,819,63,55,False
567950_EEE_2013J,2038,85,61,False
567958_BBB_2013J,191,27,21,False
567963_BBB_2014B,1420,83,65,False
567970_DDD_2013J,650,67,101,False
567979_BBB_2013J,116,20,19,False
568019_BBB_2014J,562,27,68,False
568042_BBB_2014B,94,8,20,False
568047_CCC_2014B,302,13,32,False
568068_DDD_2013J,201,38,32,False
568074_BBB_2013J,647,45,42,False
568084_CCC_2014B,863,87,57,False
568084_FFF_2013J,2959,126,190,False
568103_DDD_2014J,675,46,79,False
568118_GGG_2013J,1102,63,58,False
568132_FFF_2013J,1032,28,101,False
568153_FFF_2013J,6918,185,246,False
568184_FFF_2013J,744,39,49,False
568196_DDD_2013J,1787,134,185,False
568204_FFF_2013J,3084,100,124,False
568207_FFF_2013J,1950,70,120,False
568223_DDD_2013J,1471,129,147,False
568232_BBB_2014J,1394,35,89,False
568234_FFF_2013J,896,44,70,False
568288_GGG_2013J,692,56,52,False
568297_DDD_2014J,513,66,44,False
568307_CCC_2014J,232,14,15,False
568333_FFF_2013J,5801,182,241,False
568370_BBB_2013J,2001,71,95,False
568370_BBB_2014B,588,35,81,False
568381_FFF_2013J,279,10,35,False
568415_DDD_2014J,386,22,44,False
568422_DDD_2013J,12,3,2,True
568446_DDD_2014J,2059,156,133,False
568447_FFF_2014J,144,11,25,False
568450_FFF_2013J,3608,118,193,False
568474_BBB_2013J,366,44,44,False
568502_BBB_2013J,266,39,36,False
568533_BBB_2013J,192,16,30,False
568539_GGG_2013J,1216,87,41,False
568551_FFF_2013J,4852,147,188,False
568559_BBB_2014B,1095,88,103,False
568566_DDD_2013J,1489,100,167,False
568578_DDD_2013J,514,30,55,False
568592_FFF_2013J,9077,182,273,False
568596_CCC_2014J,970,83,83,False
568598_DDD_2013J,5981,256,207,False
568601_AAA_2013J,488,17,29,False
568602_FFF_2013J,983,34,75,False
568609_BBB_2013J,87,18,7,False
568631_DDD_2014B,296,32,48,False
568644_FFF_2013J,1701,48,97,False
568668_DDD_2013J,90,5,19,False
568686_DDD_2014B,382,47,61,False
568691_CCC_2014J,3598,126,111,False
568741_DDD_2013J,1143,49,100,False
568749_BBB_2014J,2256,126,109,False
568763_FFF_2013J,368,18,43,False
568767_FFF_2013J,2335,58,116,False
568774_FFF_2013J,3869,130,159,False
568775_BBB_2013J,181,22,21,False
568775_BBB_2014J,197,23,24,False
568813_EEE_2013J,1018,56,60,False
568835_DDD_2013J,986,69,105,False
568852_GGG_2014J,735,65,44,False
568910_FFF_2013J,1621,104,68,False
568948_CCC_2014J,653,72,43,False
568948_DDD_2013J,1486,121,106,False
568954_FFF_2014B,6315,201,193,False
568963_DDD_2013J,997,105,100,False
568968_BBB_2014B,220,10,27,False
568973_GGG_2013J,371,12,19,False
568987_FFF_2013J,659,19,30,False
568987_FFF_2014J,450,19,39,False
568998_FFF_2013J,246,16,36,False
568998_FFF_2014J,278,15,28,False
569016_FFF_2013J,2545,90,144,False
569034_FFF_2014J,8973,184,242,False
569035_BBB_2013J,1104,101,80,False
569049_CCC_2014J,139,10,13,False
569065_FFF_2014B,4993,136,199,False
569074_BBB_2014B,159,9,11,False
569080_CCC_2014B,3659,128,113,False
569080_FFF_2014J,4819,153,188,False
569084_DDD_2014B,961,76,125,False
569093_GGG_2014B,373,28,36,False
569107_FFF_2013J,11259,235,323,False
569108_CCC_2014B,1561,104,107,False
569108_FFF_2014J,4385,163,184,False
569132_FFF_2013J,4181,135,167,False
569141_BBB_2013J,268,21,37,False
569167_FFF_2013J,2214,65,94,False
569199_BBB_2014B,5,1,4,True
569225_BBB_2014B,424,26,41,False
569253_GGG_2013J,1079,88,55,False
569277_CCC_2014J,846,72,42,False
569279_DDD_2013J,712,68,78,False
569334_BBB_2013J,85,6,7,False
569342_CCC_2014B,793,62,58,False
569342_EEE_2013J,3080,143,56,False
569358_EEE_2013J,477,27,39,False
569372_EEE_2014J,7007,172,74,False
569374_GGG_2014J,172,17,25,False
569474_FFF_2013J,3440,130,187,False
569490_GGG_2013J,420,33,47,False
569505_AAA_2014J,4211,167,85,False
569507_FFF_2013J,7442,197,260,False
569511_GGG_2013J,626,50,33,False
569556_FFF_2014B,62,5,20,False
569556_FFF_2014J,358,18,48,False
569560_EEE_2013J,940,62,51,False
569566_FFF_2013J,4821,143,136,False
569589_BBB_2014J,2610,125,107,False
569595_GGG_2013J,67,6,13,False
569609_CCC_2014B,1369,55,101,False
569609_FFF_2013J,4094,138,241,False
569620_EEE_2014B,117,8,17,False
569625_CCC_2014J,22,7,9,True
569625_FFF_2013J,1187,41,76,False
569633_DDD_2014J,489,77,100,False
569663_BBB_2014B,2839,104,46,False
569664_BBB_2014B,787,55,46,False
569672_GGG_2014J,265,15,23,False
569679_GGG_2013J,401,41,39,False
569694_EEE_2013J,1538,101,49,False
569706_DDD_2014B,307,22,58,False
569706_EEE_2013J,835,51,37,False
569712_CCC_2014B,824,39,58,False
569712_FFF_2013J,5050,130,209,False
569737_DDD_2014J,4157,233,188,False
569745_FFF_2014J,89,5,30,False
569749_DDD_2014J,234,24,28,False
569761_BBB_2014B,742,84,35,False
569783_FFF_2014B,799,38,64,False
569807_FFF_2013J,192,10,36,False
569840_DDD_2014J,1686,119,122,False
569854_BBB_2013J,425,52,31,False
569857_DDD_2013J,1531,115,147,False
569862_BBB_2013J,442,51,44,False
569864_BBB_2014B,352,29,37,False
569876_FFF_2014J,5193,168,219,False
569891_DDD_2013J,13,4,6,True
569928_DDD_2013J,1214,110,143,False
569930_BBB_2013J,1076,113,32,False
569935_DDD_2013J,1381,114,124,False
569944_CCC_2014J,3975,225,73,False
569944_DDD_2014B,6191,224,131,False
569953_EEE_2014J,1349,52,42,False
569970_BBB_2014B,812,54,40,False
569974_GGG_2013J,649,95,51,False
569978_DDD_2013J,5750,253,198,False
569981_BBB_2014J,1178,57,94,False
569984_GGG_2013J,534,38,45,False
569994_FFF_2013J,521,17,86,False
570004_FFF_2013J,1582,75,90,False
570004_FFF_2014J,650,48,53,False
570023_FFF_2013J,271,30,50,False
570031_BBB_2014B,620,47,31,False
570045_EEE_2014J,2528,115,63,False
570049_DDD_2014B,3075,172,142,False
570061_FFF_2013J,5962,162,193,False
570113_CCC_2014B,117,5,15,False
570119_DDD_2014J,991,99,90,False
570137_BBB_2013J,1329,103,55,False
570141_GGG_2013J,382,20,28,False
570157_BBB_2013J,1387,100,36,False
570168_BBB_2013J,9368,162,113,False
570177_BBB_2013J,42,6,9,False
570186_BBB_2014B,466,27,23,False
570213_FFF_2013J,5258,143,203,False
570213_FFF_2014J,3071,114,136,False
570215_DDD_2014B,1641,126,222,False
570237_DDD_2013J,2011,112,148,False
570239_BBB_2014B,254,39,31,False
570264_FFF_2014B,1791,63,103,False
570271_BBB_2013J,2839,152,43,False
570273_EEE_2014J,2827,128,68,False
570275_BBB_2014J,2366,79,84,False
570278_EEE_2014J,379,11,21,False
570280_FFF_2013J,1688,75,116,False
570280_FFF_2014J,7,3,1,True
570287_BBB_2013J,469,28,45,False
570317_AAA_2014J,1027,59,57,False
570351_BBB_2013J,339,29,45,False
570377_CCC_2014B,42,1,2,False
570377_EEE_2013J,1163,35,34,False
570403_DDD_2013J,1030,84,93,False
570410_CCC_2014B,573,39,47,False
570411_DDD_2014J,1209,130,95,False
570414_EEE_2013J,1103,39,33,False
570428_FFF_2013J,3430,149,194,False
570437_BBB_2014B,4940,194,120,False
570448_EEE_2013J,652,38,29,False
570453_CCC_2014J,298,30,24,False
570453_EEE_2013J,591,39,39,False
570455_FFF_2013J,5576,163,218,False
570484_BBB_2014J,2193,147,111,False
570488_CCC_2014B,23,5,6,True
570488_EEE_2013J,1165,34,39,False
570491_CCC_2014J,1914,105,89,False
570491_EEE_2014J,2415,114,62,False
570514_CCC_2014B,1131,42,44,False
570515_FFF_2013J,1045,19,61,False
570517_FFF_2013J,2804,107,100,False
570519_BBB_2013J,33,2,10,False
570529_GGG_2013J,1200,102,54,False
570531_DDD_2013J,724,102,82,False
570550_FFF_2013J,1782,98,98,False
570623_BBB_2013J,1660,121,48,False
570626_EEE_2013J,710,30,37,False
570627_BBB_2014B,2396,94,50,False
570630_DDD_2013J,983,89,119,False
570671_CCC_2014J,253,20,27,False
570671_DDD_2013J,1419,115,144,False
570689_FFF_2013J,916,43,72,False
570689_FFF_2014J,203,9,32,False
570692_BBB_2014J,123,9,24,False
570717_FFF_2013J,2980,81,119,False
570732_CCC_2014J,1038,84,57,False
570732_FFF_2013J,3841,165,191,False
570757_CCC_2014J,700,41,39,False
570759_BBB_2013J,805,56,47,False
570783_BBB_2013J,517,67,40,False
57079_BBB_2013J,776,66,73,False
570801_GGG_2013J,1176,71,59,False
570807_FFF_2013J,3178,114,232,False
570862_BBB_2013J,2,1,1,True
570863_DDD_2014J,799,73,106,False
570864_BBB_2013J,256,44,28,False
570871_DDD_2013J,1594,102,95,False
570872_CCC_2014B,881,82,60,False
570872_DDD_2013J,1352,127,157,False
570878_FFF_2013J,1924,109,83,False
570895_CCC_2014J,74,1,8,False
570896_DDD_2013J,1300,132,142,False
570954_CCC_2014J,855,39,44,False
570954_EEE_2014J,715,32,40,False
570967_CCC_2014B,1279,75,63,False
570970_BBB_2013J,30,3,7,False
570978_FFF_2013J,2895,130,154,False
570985_CCC_2014J,2194,155,129,False
570997_CCC_2014J,259,23,22,False
571000_DDD_2014B,616,51,142,False
571008_DDD_2014B,117,11,17,False
571019_FFF_2013J,2976,126,199,False
571022_FFF_2013J,5253,184,253,False
571025_CCC_2014B,1221,51,66,False
571025_EEE_2014B,1348,70,44,False
571050_FFF_2014B,2376,91,105,False
571055_DDD_2013J,711,44,50,False
571074_FFF_2014J,4899,107,233,False
571079_FFF_2013J,72,4,18,False
571083_BBB_2013J,525,55,48,False
571089_GGG_2014B,1446,61,72,False
571117_FFF_2013J,2035,74,117,False
571128_CCC_2014B,258,11,32,False
571128_EEE_2014B,3016,138,70,False
571129_CCC_2014B,6768,184,130,False
571131_CCC_2014J,1367,96,76,False
571131_DDD_2013J,935,94,92,False
571186_EEE_2013J,2226,150,70,False
571190_FFF_2014B,4514,172,192,False
571223_BBB_2014B,1352,82,38,False
571233_CCC_2014B,671,39,40,False
571233_EEE_2014B,1535,86,57,False
571242_DDD_2013J,652,55,122,False
571292_DDD_2014B,328,32,60,False
571292_DDD_2014J,9,1,5,True
571316_FFF_2014B,2829,57,154,False
571334_BBB_2014J,1080,40,68,False
571334_GGG_2013J,1247,52,47,False
571355_FFF_2013J,4793,180,190,False
571363_FFF_2013J,3468,134,105,False
571365_CCC_2014B,24,2,15,False
571380_GGG_2013J,671,51,45,False
571382_DDD_2014J,189,23,24,False
571389_CCC_2014B,306,12,25,False
571389_EEE_2014B,444,26,27,False
571395_BBB_2014J,40,11,11,False
571397_DDD_2014B,2510,175,156,False
571441_BBB_2013J,300,38,28,False
571443_EEE_2013J,3240,109,66,False
571448_EEE_2013J,473,30,23,False
571451_DDD_2013J,1512,148,162,False
571458_GGG_2013J,1262,56,37,False
571490_FFF_2013J,4403,188,261,False
571503_BBB_2013J,732,55,26,False
571512_DDD_2013J,2000,126,182,False
571516_BBB_2013J,634,58,39,False
571540_BBB_2014B,401,51,21,False
571554_BBB_2013J,1188,115,48,False
571571_CCC_2014B,1315,79,72,False
571575_FFF_2013J,245,14,46,False
571577_GGG_2013J,1221,108,57,False
571583_GGG_2014J,666,70,47,False
571595_CCC_2014B,80,12,25,False
571595_EEE_2013J,1358,73,46,False
571601_BBB_2013J,60,7,14,False
571610_CCC_2014J,198,12,20,False
571610_EEE_2013J,1592,71,47,False
571612_FFF_2013J,1096,39,53,False
571612_FFF_2014B,27,3,8,False
571614_BBB_2014B,560,57,28,False
571620_EEE_2013J,1213,104,49,False
571622_FFF_2013J,2307,80,129,False
571630_FFF_2013J,569,19,47,False
571638_FFF_2013J,1,1,1,True
571640_DDD_2013J,1203,125,107,False
571641_BBB_2014J,412,27,34,False
571644_DDD_2014J,2551,232,101,False
571650_FFF_2013J,2709,177,219,False
571672_BBB_2013J,29,1,11,False
571681_BBB_2013J,1549,152,44,False
571686_EEE_2013J,1202,97,50,False
571693_BBB_2013J,475,31,64,False
571696_GGG_2013J,488,36,44,False
571702_FFF_2013J,10,1,6,True
571710_EEE_2013J,9,1,3,True
571711_EEE_2013J,66,3,7,False
571716_DDD_2013J,1114,83,97,False
571757_FFF_2013J,28,2,13,False
571765_CCC_2014J,787,44,81,False
571765_DDD_2013J,996,69,165,False
571768_GGG_2013J,227,14,26,False
571776_CCC_2014B,2050,158,77,False
571776_DDD_2013J,2353,197,190,False
571779_BBB_2013J,1175,46,80,False
571787_GGG_2013J,68,4,15,False
571789_EEE_2014B,563,28,28,False
571800_FFF_2013J,3146,93,153,False
571802_FFF_2013J,587,36,55,False
571808_CCC_2014J,5684,169,104,False
571808_DDD_2013J,2137,107,145,False
571815_FFF_2014B,550,20,45,False
571818_EEE_2013J,1061,70,47,False
571828_FFF_2013J,3866,170,216,False
571831_FFF_2013J,1412,48,108,False
571833_CCC_2014J,1474,121,118,False
571844_FFF_2013J,1203,46,65,False
571844_FFF_2014B,554,45,53,False
571859_FFF_2013J,3275,122,169,False
571862_FFF_2013J,4705,132,321,False
571868_BBB_2014J,43,5,9,False
571871_BBB_2013J,903,71,73,False
571880_BBB_2014B,607,48,49,False
571883_GGG_2013J,327,23,20,False
571885_BBB_2013J,681,86,25,False
571893_FFF_2013J,1529,56,110,False
571897_BBB_2014B,565,52,60,False
571907_BBB_2013J,473,49,42,False
571921_CCC_2014J,1280,133,109,False
571921_DDD_2013J,3362,176,202,False
571926_FFF_2013J,5286,176,179,False
571927_FFF_2013J,85,3,20,False
571932_FFF_2014J,1,1,1,True
571950_DDD_2013J,608,51,79,False
571950_FFF_2014J,344,23,33,False
571951_DDD_2013J,1909,124,169,False
571952_GGG_2013J,507,21,38,False
571954_BBB_2014B,344,64,40,False
571962_CCC_2014J,964,66,69,False
571962_FFF_2014B,4807,142,143,False
571963_EEE_2013J,7,2,1,True
571963_EEE_2014B,955,59,38,False
571973_FFF_2013J,2301,105,121,False
571992_CCC_2014B,111,12,27,False
571992_EEE_2013J,1142,66,42,False
572003_FFF_2013J,3130,130,142,False
572011_CCC_2014J,621,38,31,False
572011_FFF_2013J,2381,84,128,False
572021_EEE_2013J,156,7,12,False
572024_EEE_2013J,1315,74,53,False
572032_BBB_2014J,1186,81,76,False
572036_CCC_2014B,1361,87,71,False
572036_FFF_2013J,2751,98,139,False
572043_DDD_2014B,39,2,11,False
572047_FFF_2013J,2388,92,136,False
572051_BBB_2013J,317,32,47,False
572053_FFF_2013J,5199,148,249,False
572060_DDD_2013J,2009,155,158,False
572067_BBB_2013J,1140,95,50,False
572071_FFF_2013J,370,16,35,False
572071_FFF_2014J,159,6,29,False
572074_FFF_2014J,2162,56,69,False
572076_FFF_2013J,1834,90,71,False
572080_EEE_2013J,239,13,17,False
572087_DDD_2013J,460,20,73,False
572098_CCC_2014J,1868,104,91,False
572101_BBB_2014J,949,90,79,False
572103_BBB_2013J,1374,70,55,False
572106_BBB_2014J,33,4,5,False
572116_FFF_2013J,458,24,56,False
572119_BBB_2014J,356,18,42,False
572124_FFF_2013J,3251,128,143,False
572125_FFF_2013J,2338,87,154,False
572128_FFF_2013J,187,10,20,False
572131_BBB_2013J,17,3,5,True
572134_DDD_2013J,230,17,31,False
572143_DDD_2013J,118,19,26,False
572146_EEE_2013J,206,13,15,False
572149_DDD_2013J,990,61,141,False
572154_CCC_2014J,949,53,64,False
572154_EEE_2013J,1206,59,40,False
572154_FFF_2014B,4041,178,209,False
572156_DDD_2014J,2171,153,160,False
572163_BBB_2013J,343,20,28,False
572168_EEE_2013J,2194,95,48,False
572168_EEE_2014J,13,2,3,True
572173_BBB_2013J,11,2,5,True
572179_FFF_2013J,202,21,29,False
572187_BBB_2014B,357,53,25,False
572199_FFF_2013J,118,8,25,False
572209_FFF_2013J,179,12,34,False
572213_FFF_2013J,516,32,41,False
572213_FFF_2014J,2413,86,113,False
572231_CCC_2014J,911,75,53,False
572231_DDD_2013J,921,106,92,False
572233_DDD_2013J,2351,182,78,False
572235_DDD_2014B,150,6,22,False
572241_DDD_2013J,773,71,56,False
572249_EEE_2014B,20,2,10,True
572250_CCC_2014J,39,4,8,False
572250_FFF_2013J,1479,51,116,False
572265_FFF_2013J,794,61,65,False
572265_FFF_2014J,179,24,30,False
572270_FFF_2013J,2239,64,114,False
572274_FFF_2013J,2205,98,129,False
572277_BBB_2013J,70,9,16,False
572279_CCC_2014B,47,6,6,False
572279_EEE_2013J,634,35,31,False
57227_DDD_2013J,1425,133,80,False
572280_DDD_2013J,1223,98,123,False
572281_DDD_2013J,241,14,33,False
572281_DDD_2014J,1553,109,88,False
572290_BBB_2014B,201,44,28,False
572302_BBB_2013J,307,33,38,False
572303_CCC_2014B,813,57,68,False
572303_EEE_2013J,1704,90,62,False
572304_FFF_2013J,630,10,47,False
572306_BBB_2014J,237,19,31,False
572335_GGG_2013J,243,25,19,False
572338_DDD_2013J,1449,111,95,False
572339_CCC_2014J,371,23,31,False
572346_FFF_2013J,59,3,8,False
572348_DDD_2013J,2732,216,158,False
572367_FFF_2014B,1170,44,55,False
572371_BBB_2014J,320,24,36,False
572382_CCC_2014B,256,34,20,False
572382_DDD_2013J,703,50,55,False
572388_GGG_2013J,927,47,47,False
572395_BBB_2014J,709,53,69,False
572395_FFF_2014B,491,15,56,False
572396_CCC_2014J,1727,71,66,False
572396_EEE_2013J,2226,92,58,False
572397_FFF_2013J,1684,103,134,False
572401_CCC_2014B,201,16,29,False
572403_EEE_2013J,10,4,3,True
572410_FFF_2013J,2397,77,125,False
572414_DDD_2014B,94,6,15,False
572414_DDD_2014J,46,8,13,False
572416_BBB_2013J,808,68,38,False
572430_DDD_2014J,267,35,41,False
572431_CCC_2014J,1017,76,37,False
572431_DDD_2013J,1416,98,137,False
572434_DDD_2014J,542,49,54,False
572436_BBB_2013J,616,75,49,False
572438_CCC_2014B,2605,150,113,False
572447_BBB_2013J,74,12,11,False
572452_DDD_2013J,595,65,61,False
572457_DDD_2013J,2769,140,188,False
572460_DDD_2013J,706,72,74,False
572470_DDD_2013J,53,2,20,False
572471_GGG_2014J,784,50,49,False
572493_FFF_2013J,550,15,53,False
572495_BBB_2013J,427,38,20,False
572496_BBB_2014J,1077,46,65,False
572504_BBB_2013J,547,71,69,False
572505_FFF_2013J,4702,177,206,False
572508_BBB_2013J,900,85,64,False
572514_BBB_2013J,462,57,33,False
572515_EEE_2013J,2159,102,56,False
572532_FFF_2013J,740,27,48,False
572537_CCC_2014J,2913,170,84,False
572538_BBB_2014J,1033,49,72,False
572554_FFF_2013J,500,19,45,False
572560_FFF_2013J,2834,96,172,False
572567_DDD_2013J,606,60,52,False
572570_CCC_2014B,2302,84,72,False
572570_EEE_2013J,2026,127,51,False
572584_CCC_2014J,932,33,23,False
572584_FFF_2013J,1974,95,117,False
572588_CCC_2014J,204,11,18,False
572588_FFF_2013J,1893,45,98,False
572589_CCC_2014J,185,22,23,False
572589_FFF_2013J,761,45,65,False
572599_CCC_2014J,258,22,20,False
572599_EEE_2014J,2264,89,55,False
572602_EEE_2013J,1111,56,46,False
572620_DDD_2013J,25,7,10,False
572634_FFF_2013J,1729,90,109,False
572648_DDD_2013J,585,47,83,False
572652_AAA_2013J,776,42,59,False
572659_EEE_2013J,149,9,20,False
572663_GGG_2013J,338,17,31,False
572688_DDD_2013J,1430,136,78,False
572697_DDD_2013J,713,97,105,False
572702_FFF_2013J,3527,99,143,False
572714_GGG_2013J,1063,73,56,False
572716_FFF_2014B,1557,75,107,False
572718_FFF_2013J,1913,89,102,False
572722_DDD_2014J,109,16,29,False
572730_DDD_2013J,749,83,100,False
572733_BBB_2013J,525,47,44,False
572735_CCC_2014J,1513,128,71,False
572735_DDD_2013J,1318,121,171,False
572739_BBB_2013J,95,6,19,False
572746_CCC_2014J,290,18,28,False
572751_DDD_2013J,223,9,29,False
572752_BBB_2013J,254,19,31,False
572754_DDD_2013J,744,76,43,False
572765_BBB_2013J,351,34,52,False
572769_FFF_2013J,3741,169,156,False
572774_DDD_2013J,1912,155,147,False
572783_CCC_2014J,444,42,48,False
572783_FFF_2013J,2578,65,314,False
572804_FFF_2014B,105,13,17,False
572806_DDD_2013J,2032,191,120,False
572816_CCC_2014J,120,11,19,False
572816_FFF_2013J,29,3,11,False
572832_FFF_2014B,4745,157,178,False
572845_FFF_2013J,4826,140,193,False
572854_CCC_2014B,3006,102,72,False
572854_DDD_2013J,1363,111,128,False
57285_BBB_2014J,283,9,39,False
572860_FFF_2013J,6085,132,214,False
572870_FFF_2014B,2607,137,118,False
572871_FFF_2013J,569,10,53,False
572874_CCC_2014J,616,98,52,False
572874_DDD_2013J,1244,138,138,False
572880_DDD_2013J,2133,134,121,False
572880_DDD_2014J,786,100,53,False
572891_CCC_2014B,931,41,62,False
572891_EEE_2013J,1521,56,54,False
572898_BBB_2013J,639,40,51,False
572909_DDD_2013J,77,20,19,False
572918_BBB_2013J,240,28,25,False
572919_CCC_2014J,506,29,39,False
572924_DDD_2014B,1556,165,147,False
572937_BBB_2013J,38,3,11,False
572944_EEE_2013J,635,35,37,False
572949_DDD_2013J,343,34,40,False
572976_DDD_2013J,463,59,48,False
573007_FFF_2013J,509,33,41,False
573007_FFF_2014J,178,10,22,False
573043_BBB_2013J,928,54,48,False
573054_GGG_2014J,821,59,51,False
573063_BBB_2013J,690,56,36,False
573093_CCC_2014J,299,24,32,False
573093_FFF_2013J,3351,100,156,False
573108_BBB_2014B,989,34,39,False
573126_DDD_2014B,964,72,102,False
573130_BBB_2014J,1320,86,99,False
573131_BBB_2014J,663,32,62,False
573134_GGG_2013J,448,25,24,False
